Name,Minimum,Maximum,Length,Direction,locus_tag,TPM,RPKM
hypothetical protein CDS,2742314,2742895,582,forward,PP_2396,717.61,953.21
hypothetical protein,2742314,2742895,582,forward,,717.61,953.21
EF hand domain-containing protein CDS,2742905,2743561,657,forward,PP_2397,23.18,30.79
EF hand domain-containing protein,2742905,2743561,657,forward,,23.18,30.79
hypothetical protein CDS,2743636,2744469,834,forward,PP_2398,3.26,4.34
hypothetical protein,2743636,2744469,834,forward,,3.26,4.34
hypothetical protein CDS,2744462,2745157,696,forward,PP_2399,12,15.94
hypothetical protein,2744462,2745157,696,forward,,12,15.94
hypothetical protein CDS,2745192,2745680,489,reverse,PP_2400,5.76,7.65
hypothetical protein,2745192,2745680,489,reverse,,5.76,7.65
membrane protein CDS,2745695,2746312,618,reverse,PP_2401,0.82,1.09
membrane protein,2745695,2746312,618,reverse,,0.82,1.09
sensor histidine kinase CDS,2746482,2747768,1287,reverse,PP_2402,10.11,13.43
sensor histidine kinase,2746482,2747768,1287,reverse,,10.11,13.43
chemotaxis protein CheY CDS,2747765,2748505,741,reverse,PP_2403,3.61,4.8
chemotaxis protein CheY,2747765,2748505,741,reverse,,3.61,4.8
hypothetical protein CDS,2748726,2749001,276,forward,PP_2404,4.68,6.22
hypothetical protein,2748726,2749001,276,forward,,4.68,6.22
hypothetical protein CDS,2748991,2749527,537,forward,PP_2405,24.58,32.65
hypothetical protein,2748991,2749527,537,forward,,24.58,32.65
quinate/shikimate dehydrogenase CDS,2749641,2750489,849,reverse,PP_2406,13.26,17.62
quinate/shikimate dehydrogenase,2749641,2750489,849,reverse,,13.26,17.62
aroQ-II CDS,2750486,2750935,450,reverse,PP_2407,13.13,17.44
type II 3-dehydroquinate dehydratase,2750486,2750935,450,reverse,,13.13,17.44
czcC-II CDS,2751174,2752451,1278,forward,PP_2408,0.18,0.24
cobalt-zinc-cadmium resistance protein,2751174,2752451,1278,forward,,0.18,0.24
czcB-II CDS,2752444,2753658,1215,forward,PP_2409,0.42,0.55
cobalt-zinc-cadmium resistance protein,2752444,2753658,1215,forward,,0.42,0.55
czcA-II CDS,2753675,2756821,3147,forward,PP_2410,1.6,2.12
cation efflux system protein,2753675,2756821,3147,forward,,1.6,2.12
MFS transporter CDS,2756854,2758191,1338,reverse,PP_2411,7,9.3
MFS transporter,2756854,2758191,1338,reverse,,7,9.3
ParA family protein CDS,2758372,2759163,792,reverse,PP_2412,21.56,28.64
ParA family protein,2758372,2759163,792,reverse,,21.56,28.64
GGDEF domain-containing protein CDS,2759308,2760942,1635,reverse,PP_2413,10.05,13.35
GGDEF domain-containing protein,2759308,2760942,1635,reverse,,10.05,13.35
hypothetical protein CDS,2760939,2761418,480,reverse,PP_2414,52.88,70.24
hypothetical protein,2760939,2761418,480,reverse,,52.88,70.24
GNAT family acetyltransferase CDS,2761420,2762049,630,forward,PP_2415,10.55,14.01
GNAT family acetyltransferase,2761420,2762049,630,forward,,10.55,14.01
iron ABC transporter ATP-binding protein CDS,2762106,2762894,789,reverse,PP_2416,6.14,8.16
iron ABC transporter ATP-binding protein,2762106,2762894,789,reverse,,6.14,8.16
iron ABC transporter permease CDS,2762891,2763910,1020,reverse,PP_2417,5.11,6.79
iron ABC transporter permease,2762891,2763910,1020,reverse,,5.11,6.79
cobalamin ABC transporter substrate-binding protein CDS,2763907,2765001,1095,reverse,PP_2418,0.67,0.9
cobalamin ABC transporter substrate-binding protein,2763907,2765001,1095,reverse,,0.67,0.9
membrane protein CDS,2765255,2766415,1161,reverse,PP_2419,5.88,7.81
membrane protein,2765255,2766415,1161,reverse,,5.88,7.81
ferric siderophore receptor CDS,2766533,2768719,2187,reverse,PP_2420,1.94,2.58
ferric siderophore receptor,2766533,2768719,2187,reverse,,1.94,2.58
acetyltransferase CDS,2769133,2769684,552,reverse,PP_2421,4.01,5.33
acetyltransferase,2769133,2769684,552,reverse,,4.01,5.33
hypothetical protein CDS,2769781,2770134,354,reverse,PP_2422,231.53,307.54
hypothetical protein,2769781,2770134,354,reverse,,231.53,307.54
lpxOA CDS,2770243,2771142,900,reverse,PP_2423,31.18,41.41
Fe(2 )/alpha-ketoglutarate-dependent dioxygenase,2770243,2771142,900,reverse,,31.18,41.41
2'-5' RNA ligase CDS,2771301,2771846,546,forward,PP_2424,14.03,18.64
2'-5' RNA ligase,2771301,2771846,546,forward,,14.03,18.64
AraC family transcriptional regulator CDS,2771910,2772815,906,reverse,PP_2425,18.24,24.22
AraC family transcriptional regulator,2771910,2772815,906,reverse,,18.24,24.22
calA CDS,2772997,2774049,1053,forward,PP_2426,0.88,1.16
coniferyl alcohol dehydrogenase,2772997,2774049,1053,forward,,0.88,1.16
hypothetical protein CDS,2774159,2775511,1353,reverse,PP_5521,2.32,3.08
hypothetical protein,2774159,2775511,1353,reverse,,2.32,3.08
sotB CDS,2775654,2776880,1227,forward,PP_2428,3.61,4.8
sugar efflux transporter,2775654,2776880,1227,forward,,3.61,4.8
membrane protein CDS,2776920,2777504,585,reverse,PP_2429,2.84,3.77
membrane protein,2776920,2777504,585,reverse,,2.84,3.77
AraC family transcriptional regulator CDS,2777555,2778385,831,reverse,PP_2430,3.33,4.43
AraC family transcriptional regulator,2777555,2778385,831,reverse,,3.33,4.43
LysR family transcriptional regulator CDS,2778434,2779357,924,reverse,PP_2431,9.69,12.87
LysR family transcriptional regulator,2778434,2779357,924,reverse,,9.69,12.87
nfnB CDS,2779461,2780114,654,forward,PP_2432,9.74,12.93
"6,7-dihydropteridine reductase",2779461,2780114,654,forward,,9.74,12.93
hypothetical protein CDS,2780227,2780706,480,forward,PP_2433,58.94,78.29
hypothetical protein,2780227,2780706,480,forward,,58.94,78.29
hypothetical protein CDS,2780703,2781140,438,forward,PP_2434,29.08,38.63
hypothetical protein,2780703,2781140,438,forward,,29.08,38.63
iscS-II CDS,2781148,2782365,1218,reverse,PP_2435,18.76,24.91
cysteine desulfurase,2781148,2782365,1218,reverse,,18.76,24.91
LysR family transcriptional regulator CDS,2782496,2783422,927,reverse,PP_2436,35.25,46.82
LysR family transcriptional regulator,2782496,2783422,927,reverse,,35.25,46.82
acyl-CoA dehydrogenase CDS,2783548,2784792,1245,forward,PP_2437,41.89,55.64
acyl-CoA dehydrogenase,2783548,2784792,1245,forward,,41.89,55.64
hypothetical protein CDS,2784956,2785210,255,forward,PP_5522,13.75,18.27
hypothetical protein,2784956,2785210,255,forward,,13.75,18.27
hypothetical protein CDS,2785207,2785596,390,forward,PP_5523,13.37,17.76
hypothetical protein,2785207,2785596,390,forward,,13.37,17.76
alx CDS,2785604,2786668,1065,reverse,PP_2438,11.4,15.14
alkaline-induced transporter,2785604,2786668,1065,reverse,,11.4,15.14
ahpC CDS,2786990,2787553,564,forward,PP_2439,26.02,34.56
peroxiredoxin/alkylhydroperoxide reductase small subunit,2786990,2787553,564,forward,,26.02,34.56
ahpF CDS,2787678,2789240,1563,forward,PP_2440,4.19,5.57
alkyl hydroperoxide reductase subunit F,2787678,2789240,1563,forward,,4.19,5.57
hypothetical protein CDS,2789407,2789595,189,forward,PP_2441,115.25,153.09
hypothetical protein,2789407,2789595,189,forward,,115.25,153.09
DUF480 domain-containing protein CDS,2789600,2790247,648,reverse,PP_2442,39.31,52.22
DUF480 domain-containing protein,2789600,2790247,648,reverse,,39.31,52.22
sstT CDS,2790336,2791547,1212,reverse,PP_2443,4.65,6.17
serine/threonine transporter SstT,2790336,2791547,1212,reverse,,4.65,6.17
LysR family transcriptional regulator CDS,2791645,2792538,894,reverse,PP_2444,10.12,13.44
LysR family transcriptional regulator,2791645,2792538,894,reverse,,10.12,13.44
hypothetical protein CDS,2792671,2792910,240,forward,PP_5524,3.27,4.34
hypothetical protein,2792671,2792910,240,forward,,3.27,4.34
membrane protein CDS,2792939,2793691,753,forward,PP_2445,7.54,10.01
membrane protein,2792939,2793691,753,forward,,7.54,10.01
hypothetical protein CDS,2793818,2794003,186,reverse,PP_2446,526.5,699.35
hypothetical protein,2793818,2794003,186,reverse,,526.5,699.35
hypothetical protein CDS,2794158,2794892,735,forward,PP_2447,30.26,40.2
hypothetical protein,2794158,2794892,735,forward,,30.26,40.2
puuB CDS,2795004,2796287,1284,reverse,PP_2448,42.41,56.33
gamma-glutamylputrescine oxidase,2795004,2796287,1284,reverse,,42.41,56.33
hypothetical protein CDS,2796948,2797517,570,forward,PP_2449,9.39,12.48
hypothetical protein,2796948,2797517,570,forward,,9.39,12.48
hypothetical protein CDS,2797616,2798041,426,forward,PP_2450,228.47,303.48
hypothetical protein,2797616,2798041,426,forward,,228.47,303.48
endX CDS,2798045,2798737,693,reverse,PP_2451,10.59,14.06
extracellular DNA endonuclease,2798045,2798737,693,reverse,,10.59,14.06
hypothetical protein CDS,2798744,2798986,243,reverse,PP_2452,34.56,45.91
hypothetical protein,2798744,2798986,243,reverse,,34.56,45.91
ansB CDS,2799202,2800290,1089,reverse,PP_2453,21.87,29.05
glutaminase-asparaginase,2799202,2800290,1089,reverse,,21.87,29.05
rbsB CDS,2800658,2801617,960,forward,PP_2454,26.2,34.8
"ribose ABC transporter, periplasmic ribose-binding subunit",2800658,2801617,960,forward,,26.2,34.8
rbsA-I CDS,2801617,2803191,1575,forward,PP_2455,13.48,17.9
ribose ABC transporter - ATP-binding subunit,2801617,2803191,1575,forward,,13.48,17.9
rbsC CDS,2803188,2804183,996,forward,PP_2456,9.87,13.11
D-ribose ABC transporter permease,2803188,2804183,996,forward,,9.87,13.11
rbsR CDS,2804188,2805210,1023,forward,PP_2457,12.68,16.84
DNA-binding transcriptional repressor,2804188,2805210,1023,forward,,12.68,16.84
rbsK CDS,2805226,2806134,909,forward,PP_2458,40.06,53.21
ribokinase,2805226,2806134,909,forward,,40.06,53.21
rbsD CDS,2806131,2806529,399,forward,PP_2459,20.36,27.04
ribose pyranase,2806131,2806529,399,forward,,20.36,27.04
Nuh CDS,2806627,2807595,969,forward,PP_2460,32.77,43.52
ribonucleoside hydrolase,2806627,2807595,969,forward,,32.77,43.52
hypothetical protein CDS,2807567,2807779,213,reverse,PP_2461,102.27,135.84
hypothetical protein,2807567,2807779,213,reverse,,102.27,135.84
hypothetical protein CDS,2808000,2808374,375,forward,PP_2462,21.17,28.12
hypothetical protein,2808000,2808374,375,forward,,21.17,28.12
cspA-II CDS,2808575,2808787,213,reverse,PP_2463,2205.63,2929.74
nucleic acid cold-shock chaperone,2808575,2808787,213,reverse,,2205.63,2929.74
hypothetical protein CDS,2808950,2809255,306,reverse,PP_5525,1454.76,1932.36
hypothetical protein,2808950,2809255,306,reverse,,1454.76,1932.36
thrS CDS,2809594,2811516,1923,forward,PP_2465,160.74,213.51
threonine--tRNA ligase,2809594,2811516,1923,forward,,160.74,213.51
infC CDS,2811534,2812067,534,forward,PP_2466,2626.36,3488.6
translation initiation factor IF-3,2811534,2812067,534,forward,,2626.36,3488.6
rpmI CDS,2812113,2812322,210,forward,PP_2467,1070.22,1421.58
50S ribosomal protein L35,2812113,2812322,210,forward,,1070.22,1421.58
rplT CDS,2812350,2812706,357,forward,PP_2468,142.2,188.88
50S ribosomal protein L20,2812350,2812706,357,forward,,142.2,188.88
pheS CDS,2812816,2813832,1017,forward,PP_2469,24.05,31.95
phenylalanine--tRNA ligase subunit alpha,2812816,2813832,1017,forward,,24.05,31.95
pheT CDS,2813864,2816245,2382,forward,PP_2470,50.95,67.68
phenylalanine--tRNA ligase subunit beta,2813864,2816245,2382,forward,,50.95,67.68
ihfA CDS,2816250,2816552,303,forward,PP_2471,1243.9,1652.27
integration host factor subunit alpha,2816250,2816552,303,forward,,1243.9,1652.27
MerR family transcriptional regulator CDS,2816533,2816889,357,forward,PP_2472,713.18,947.32
MerR family transcriptional regulator,2816533,2816889,357,forward,,713.18,947.32
hypothetical protein CDS,2817203,2818045,843,reverse,PP_5526,307.11,407.94
hypothetical protein,2817203,2818045,843,reverse,,307.11,407.94
transcriptional regulator CDS,2818650,2818904,255,forward,PP_5527,5.79,7.69
transcriptional regulator,2818650,2818904,255,forward,,5.79,7.69
hypothetical protein CDS,2819231,2820199,969,forward,PP_2473,12,15.94
hypothetical protein,2819231,2820199,969,forward,,12,15.94
glutathione S-transferase family protein CDS,2820711,2821331,621,reverse,PP_2474,25.56,33.96
glutathione S-transferase family protein,2820711,2821331,621,reverse,,25.56,33.96
TetR family transcriptional regulator CDS,2821722,2822315,594,forward,PP_2475,128.04,170.07
TetR family transcriptional regulator,2821722,2822315,594,forward,,128.04,170.07
curA CDS,2822428,2823462,1035,forward,PP_2476,4.1,5.45
NADPH-dependent curcumin/dihydrocurcumin reductase,2822428,2823462,1035,forward,,4.1,5.45
hypothetical protein CDS,2823583,2823825,243,forward,PP_5528,1.52,2.02
hypothetical protein,2823583,2823825,243,forward,,1.52,2.02
iorA-I CDS,2823925,2824386,462,forward,PP_2477,3.4,4.51
isoquinoline 1-oxidoreductase subunit alpha,2823925,2824386,462,forward,,3.4,4.51
isoquinoline 1-oxidoreductase subunit beta CDS,2824388,2826580,2193,forward,PP_2478,1.83,2.43
isoquinoline 1-oxidoreductase subunit beta,2824388,2826580,2193,forward,,1.83,2.43
cytochrome c family protein CDS,2826588,2827811,1224,forward,PP_2479,4,5.31
cytochrome c family protein,2826588,2827811,1224,forward,,4,5.31
xanthine dehydrogenase accessory factor CDS,2827825,2829033,1209,forward,PP_2480,3.51,4.66
xanthine dehydrogenase accessory factor,2827825,2829033,1209,forward,,3.51,4.66
hypothetical protein CDS,2829062,2829400,339,forward,PP_2481,6.94,9.22
hypothetical protein,2829062,2829400,339,forward,,6.94,9.22
molybdenum cofactor biosynthesis protein A CDS,2829397,2830365,969,forward,PP_2482,2.33,3.1
molybdenum cofactor biosynthesis protein A,2829397,2830365,969,forward,,2.33,3.1
hypothetical protein CDS,2830343,2830942,600,reverse,PP_2483,7.61,10.11
hypothetical protein,2830343,2830942,600,reverse,,7.61,10.11
ArsR family transcriptional regulator CDS,2831225,2831530,306,reverse,PP_2484,72.99,96.96
ArsR family transcriptional regulator,2831225,2831530,306,reverse,,72.99,96.96
hypothetical protein CDS,2831669,2832652,984,reverse,PP_2485,17.26,22.93
hypothetical protein,2831669,2832652,984,reverse,,17.26,22.93
Oye family NADH-dependent flavin oxidoreductase CDS,2832719,2833843,1125,reverse,PP_2486,28.14,37.38
Oye family NADH-dependent flavin oxidoreductase,2832719,2833843,1125,reverse,,28.14,37.38
aldA CDS,2833906,2835417,1512,reverse,PP_2487,44.26,58.79
aldehyde dehydrogenase,2833906,2835417,1512,reverse,,44.26,58.79
sad-I CDS,2835657,2837048,1392,reverse,PP_2488,49,65.09
NAD -dependent succinate semialdehyde dehydrogenase,2835657,2837048,1392,reverse,,49,65.09
xenobiotic reductase CDS,2837231,2838331,1101,reverse,PP_2489,24.9,33.07
xenobiotic reductase,2837231,2838331,1101,reverse,,24.9,33.07
ecd CDS,2838698,2839522,825,reverse,PP_2490,11.52,15.31
flavoprotein,2838698,2839522,825,reverse,,11.52,15.31
epimerase CDS,2839592,2839894,303,reverse,PP_5529,5.79,7.69
epimerase,2839592,2839894,303,reverse,,5.79,7.69
ThiJ/PfpI family protein CDS,2839904,2840581,678,reverse,PP_2491,3.4,4.52
ThiJ/PfpI family protein,2839904,2840581,678,reverse,,3.4,4.52
yqhD CDS,2840664,2841821,1158,reverse,PP_2492,8.85,11.75
NAD(P)-dependent alcohol dehydrogenase,2840664,2841821,1158,reverse,,8.85,11.75
RadC family protein CDS,2842073,2842621,549,reverse,PP_2493,2.86,3.8
RadC family protein,2842073,2842621,549,reverse,,2.86,3.8
hypothetical protein CDS,2842593,2843594,1002,reverse,PP_2494,1.38,1.84
hypothetical protein,2842593,2843594,1002,reverse,,1.38,1.84
hypothetical protein CDS,2843636,2844640,1005,reverse,PP_2495,0.55,0.73
hypothetical protein,2843636,2844640,1005,reverse,,0.55,0.73
hypothetical protein CDS,2844720,2845748,1029,reverse,PP_2496,2.15,2.86
hypothetical protein,2844720,2845748,1029,reverse,,2.15,2.86
hypothetical protein CDS,2845786,2846115,330,reverse,PP_2497,0.84,1.11
hypothetical protein,2845786,2846115,330,reverse,,0.84,1.11
hypothetical protein CDS,2846320,2846565,246,forward,PP_2498,34.52,45.85
hypothetical protein,2846320,2846565,246,forward,,34.52,45.85
hypothetical protein CDS,2846690,2846962,273,forward,PP_2499,230.75,306.5
hypothetical protein,2846690,2846962,273,forward,,230.75,306.5
hypothetical protein CDS,2846950,2847243,294,forward,PP_2500,77.07,102.38
hypothetical protein,2846950,2847243,294,forward,,77.07,102.38
integrase CDS,2847237,2848646,1410,reverse,PP_2501,37.05,49.21
integrase,2847237,2848646,1410,reverse,,37.05,49.21
LysR family transcriptional regulator CDS,2849169,2850095,927,reverse,PP_2502,6.17,8.2
LysR family transcriptional regulator,2849169,2850095,927,reverse,,6.17,8.2
3-oxoacyl-ACP reductase CDS,2850209,2850940,732,forward,PP_2503,2.4,3.18
3-oxoacyl-ACP reductase,2850209,2850940,732,forward,,2.4,3.18
4-oxalocrotonate tautomerase CDS,2851010,2851219,210,forward,PP_2504,232.72,309.13
4-oxalocrotonate tautomerase,2851010,2851219,210,forward,,232.72,309.13
hypothetical protein CDS,2851216,2851428,213,forward,PP_5530,38.35,50.94
hypothetical protein,2851216,2851428,213,forward,,38.35,50.94
hypothetical protein CDS,2851571,2852089,519,forward,PP_5531,168.41,223.7
hypothetical protein,2851571,2852089,519,forward,,168.41,223.7
GAF domain/GGDEF domain-containing protein CDS,2852294,2853331,1038,reverse,PP_2505,181.4,240.95
GAF domain/GGDEF domain-containing protein,2852294,2853331,1038,reverse,,181.4,240.95
membrane protein CDS,2853649,2854188,540,forward,PP_2506,12.99,17.25
membrane protein,2853649,2854188,540,forward,,12.99,17.25
short-chain dehydrogenase/reductase family oxidoreductase CDS,2854234,2854950,717,forward,PP_2507,14.55,19.32
short-chain dehydrogenase/reductase family oxidoreductase,2854234,2854950,717,forward,,14.55,19.32
hypothetical protein CDS,2855122,2855385,264,reverse,PP_5532,7.34,9.75
hypothetical protein,2855122,2855385,264,reverse,,7.34,9.75
hypothetical protein CDS,2855535,2855777,243,reverse,PP_5533,23.55,31.28
hypothetical protein,2855535,2855777,243,reverse,,23.55,31.28
hypothetical protein CDS,2856176,2856343,168,forward,PP_2508,11.54,15.33
hypothetical protein,2856176,2856343,168,forward,,11.54,15.33
hypothetical protein CDS,2856340,2856570,231,forward,PP_5534,9.19,12.21
hypothetical protein,2856340,2856570,231,forward,,9.19,12.21
hypothetical protein CDS,2856567,2856731,165,reverse,PP_2509,50.34,66.87
hypothetical protein,2856567,2856731,165,reverse,,50.34,66.87
hypothetical protein CDS,2858390,2858644,255,reverse,PP_2510,4.71,6.25
hypothetical protein,2858390,2858644,255,reverse,,4.71,6.25
hypothetical protein CDS,2858770,2859183,414,forward,PP_2511,92.52,122.9
hypothetical protein,2858770,2859183,414,forward,,92.52,122.9
folEA-II CDS,2859168,2859728,561,forward,PP_2512,120.51,160.08
GTP cyclohydrolase I,2859168,2859728,561,forward,,120.51,160.08
membrane protein CDS,2859764,2860222,459,forward,PP_5535,120.45,159.99
membrane protein,2859764,2860222,459,forward,,120.45,159.99
galD CDS,2860246,2861331,1086,reverse,PP_2513,12.54,16.65
GalD,2860246,2861331,1086,reverse,,12.54,16.65
galC CDS,2861334,2862050,717,reverse,PP_2514,1.09,1.45
GalC,2861334,2862050,717,reverse,,1.09,1.45
galB CDS,2862047,2862823,777,reverse,PP_2515,5.29,7.02
GalB,2862047,2862823,777,reverse,,5.29,7.02
galR CDS,2862941,2864134,1194,forward,PP_2516,2.01,2.67
GalR,2862941,2864134,1194,forward,,2.01,2.67
galP CDS,2864150,2865382,1233,reverse,PP_2517,2.84,3.78
GalP,2864150,2865382,1233,reverse,,2.84,3.78
galA CDS,2865514,2866776,1263,reverse,PP_2518,1.24,1.65
GalA,2865514,2866776,1263,reverse,,1.24,1.65
hypothetical protein CDS,2868345,2868461,117,forward,PP_2520,3.16,4.19
hypothetical protein,2868345,2868461,117,forward,,3.16,4.19
transposase CDS,2869392,2870693,1302,forward,PP_2522,11.2,14.88
transposase,2869392,2870693,1302,forward,,11.2,14.88
HD domain-containing protein CDS,2871223,2871879,657,forward,PP_2524,7.09,9.42
HD domain-containing protein,2871223,2871879,657,forward,,7.09,9.42
hypothetical protein CDS,2871911,2873074,1164,reverse,PP_2525,4.32,5.74
hypothetical protein,2871911,2873074,1164,reverse,,4.32,5.74
cigR CDS,2873221,2873694,474,forward,PP_2526,160.26,212.87
membrane protein,2873221,2873694,474,forward,,160.26,212.87
membrane protein CDS,2873776,2874540,765,reverse,PP_2527,44.76,59.46
membrane protein,2873776,2874540,765,reverse,,44.76,59.46
O-acetylhomoserine (thiol)-lyase CDS,2874605,2875882,1278,reverse,PP_2528,12.86,17.08
O-acetylhomoserine (thiol)-lyase,2874605,2875882,1278,reverse,,12.86,17.08
hypothetical protein CDS,2876103,2876360,258,reverse,PP_2530,4.65,6.18
hypothetical protein,2876103,2876360,258,reverse,,4.65,6.18
5-nucleotidase CDS,2876379,2877374,996,reverse,PP_2531,32.71,43.45
5-nucleotidase,2876379,2877374,996,reverse,,32.71,43.45
hypothetical protein CDS,2877517,2878002,486,forward,PP_2532,2.56,3.41
hypothetical protein,2877517,2878002,486,forward,,2.56,3.41
D-isomer specific 2-hydroxyacid dehydrogenase family protein CDS,2878010,2879005,996,reverse,PP_2533,9.31,12.37
D-isomer specific 2-hydroxyacid dehydrogenase family protein,2878010,2879005,996,reverse,,9.31,12.37
LysR family transcriptional regulator CDS,2879165,2880064,900,reverse,PP_2534,21.43,28.47
LysR family transcriptional regulator,2879165,2880064,900,reverse,,21.43,28.47
transport protein CDS,2880159,2881334,1176,forward,PP_2535,1.49,1.98
transport protein,2880159,2881334,1176,forward,,1.49,1.98
glutathione S-transferase family protein CDS,2881388,2882011,624,reverse,PP_2536,27.22,36.15
glutathione S-transferase family protein,2881388,2882011,624,reverse,,27.22,36.15
hypothetical protein CDS,2882204,2882512,309,forward,PP_2537,55.26,73.4
hypothetical protein,2882204,2882512,309,forward,,55.26,73.4
hypothetical protein CDS,2882592,2883314,723,forward,PP_2538,21.57,28.66
hypothetical protein,2882592,2883314,723,forward,,21.57,28.66
LysR family transcriptional regulator CDS,2883441,2884367,927,forward,PP_2539,6.77,8.99
LysR family transcriptional regulator,2883441,2884367,927,forward,,6.77,8.99
short-chain dehydrogenase/reductase family oxidoreductase CDS,2884536,2885312,777,forward,PP_2540,4.57,6.07
short-chain dehydrogenase/reductase family oxidoreductase,2884536,2885312,777,forward,,4.57,6.07
transcriptional factor-like protein CDS,2885324,2885878,555,reverse,PP_2541,52.8,70.14
transcriptional factor-like protein,2885324,2885878,555,reverse,,52.8,70.14
conserved protein of unknown function with RHS repeat-associated core domain CDS,2886112,2886993,882,reverse,PP_5536,315.51,419.09
conserved protein of unknown function with RHS repeat-associated core domain,2886112,2886993,882,reverse,,315.51,419.09
GntR family transcriptional regulator CDS,2887244,2888668,1425,reverse,PP_2542,13.6,18.07
GntR family transcriptional regulator,2887244,2888668,1425,reverse,,13.6,18.07
gabP-II CDS,2888993,2890405,1413,forward,PP_2543,1.7,2.26
gamma-aminobutyrate permease,2888993,2890405,1413,forward,,1.7,2.26
hypothetical protein CDS,2890409,2890609,201,reverse,PP_2544,0.46,0.61
hypothetical protein,2890409,2890609,201,reverse,,0.46,0.61
tam CDS,2890661,2891479,819,forward,PP_2545,34.6,45.96
trans-aconitate methyltransferase,2890661,2891479,819,forward,,34.6,45.96
membrane protein CDS,2891469,2891840,372,reverse,PP_2546,76.42,101.51
membrane protein,2891469,2891840,372,reverse,,76.42,101.51
LysR family transcriptional regulator CDS,2891898,2892767,870,reverse,PP_2547,13.58,18.04
LysR family transcriptional regulator,2891898,2892767,870,reverse,,13.58,18.04
sugar MFS transporter CDS,2893011,2894327,1317,forward,PP_2548,0.49,0.65
sugar MFS transporter,2893011,2894327,1317,forward,,0.49,0.65
hypothetical protein CDS,2894342,2895733,1392,forward,PP_2549,3.18,4.23
hypothetical protein,2894342,2895733,1392,forward,,3.18,4.23
transcriptional regulator CDS,2895831,2896544,714,forward,PP_2550,39.94,53.06
transcriptional regulator,2895831,2896544,714,forward,,39.94,53.06
LysR family transcriptional regulator CDS,2896682,2897626,945,forward,PP_2551,2.05,2.72
LysR family transcriptional regulator,2896682,2897626,945,forward,,2.05,2.72
DOPA decarboxylase CDS,2897776,2899188,1413,forward,PP_2552,11.3,15.01
DOPA decarboxylase,2897776,2899188,1413,forward,,11.3,15.01
MFS transporter CDS,2899256,2900629,1374,reverse,PP_2553,102.24,135.81
MFS transporter,2899256,2900629,1374,reverse,,102.24,135.81
quiC CDS,2900919,2902826,1908,forward,PP_2554,21.33,28.34
3-dehydroshikimate dehydratase,2900919,2902826,1908,forward,,21.33,28.34
hypothetical protein CDS,2902895,2903575,681,reverse,PP_2555,6.44,8.55
hypothetical protein,2902895,2903575,681,reverse,,6.44,8.55
chromate transporter CDS,2903575,2904927,1353,reverse,PP_2556,2.22,2.94
chromate transporter,2903575,2904927,1353,reverse,,2.22,2.94
sensory box protein CDS,2904945,2905808,864,reverse,PP_2557,5.98,7.95
sensory box protein,2904945,2905808,864,reverse,,5.98,7.95
outer membrane efflux protein CDS,2906024,2907382,1359,reverse,PP_2558,17.05,22.64
outer membrane efflux protein,2906024,2907382,1359,reverse,,17.05,22.64
hasE CDS,2907354,2908694,1341,reverse,PP_2559,23.78,31.59
secretion metalloprotease,2907354,2908694,1341,reverse,,23.78,31.59
aprDA CDS,2908701,2910437,1737,reverse,PP_2560,15.22,20.22
alkaline protease secretion ABC transporter ATP-binding protein,2908701,2910437,1737,reverse,,15.22,20.22
extracellular haem-peroxidase CDS,2910981,2921807,10827,forward,PP_2561,2.17,2.88
extracellular haem-peroxidase,2910981,2921807,10827,forward,,2.17,2.88
hypothetical protein CDS,2921969,2922454,486,forward,PP_2562,14.34,19.05
hypothetical protein,2921969,2922454,486,forward,,14.34,19.05
antibiotic biosynthesis protein CDS,2922481,2925252,2772,reverse,PP_2563,86.82,115.32
antibiotic biosynthesis protein,2922481,2925252,2772,reverse,,86.82,115.32
"quercetin 2,3-dioxygenase CDS",2925817,2926515,699,reverse,PP_2564,29.45,39.11
"quercetin 2,3-dioxygenase",2925817,2926515,699,reverse,,29.45,39.11
UvrD/REP family helicase CDS,2926734,2929205,2472,forward,PP_2565,4.78,6.35
UvrD/REP family helicase,2926734,2929205,2472,forward,,4.78,6.35
leucine-rich repeat-containing protein CDS,2929212,2934101,4890,reverse,PP_2566,5.08,6.74
leucine-rich repeat-containing protein,2929212,2934101,4890,reverse,,5.08,6.74
alpha/beta family hydrolase CDS,2934284,2935210,927,forward,PP_2567,4.28,5.69
alpha/beta family hydrolase,2934284,2935210,927,forward,,4.28,5.69
ring-cleaving dioxygenase CDS,2935286,2935705,420,forward,PP_2568,56.04,74.44
ring-cleaving dioxygenase,2935286,2935705,420,forward,,56.04,74.44
MHS family metabolite MFS transporter CDS,2935967,2937643,1677,forward,PP_2569,177.77,236.14
MHS family metabolite MFS transporter,2935967,2937643,1677,forward,,177.77,236.14
transposase CDS,2937726,2939054,1329,reverse,PP_2570,9.65,12.82
transposase,2937726,2939054,1329,reverse,,9.65,12.82
hypothetical protein CDS,2939494,2940141,648,reverse,PP_2572,185.31,246.15
hypothetical protein,2939494,2940141,648,reverse,,185.31,246.15
hypothetical protein CDS,2940105,2940491,387,reverse,PP_2573,590.76,784.7
hypothetical protein,2940105,2940491,387,reverse,,590.76,784.7
LysR family transcriptional regulator CDS,2940769,2941680,912,forward,PP_2574,52.83,70.17
LysR family transcriptional regulator,2940769,2941680,912,forward,,52.83,70.17
