Name,Minimum,Maximum,Length,Direction,locus_tag,TPM,RPKM
anti-anti-sigma factor CDS,2471614,2472096,483,forward,PP_2166,166.90,225.96
anti-anti-sigma factor,2471614,2472096,483,forward,,166.90,225.96
PhoD-like phosphatase CDS,2472245,2474095,1851,reverse,PP_2167,8.51,11.51
PhoD-like phosphatase,2472245,2474095,1851,reverse,,8.51,11.51
tal CDS,2474275,2475201,927,reverse,PP_2168,271.72,367.87
transaldolase,2474275,2475201,927,reverse,,271.72,367.87
dusA CDS,2475358,2476368,1011,reverse,PP_2169,20.94,28.35
tRNA dihydrouridine synthase DusA,2475358,2476368,1011,reverse,,20.94,28.35
chorismate mutase family protein CDS,2476466,2477164,699,forward,PP_2170,19.16,25.94
chorismate mutase family protein,2476466,2477164,699,forward,,19.16,25.94
LysE family transporter CDS,2477210,2477836,627,reverse,PP_2171,15.87,21.49
LysE family transporter,2477210,2477836,627,reverse,,15.87,21.49
hypothetical protein CDS,2478304,2478747,444,forward,PP_2172,13.86,18.76
hypothetical protein,2478304,2478747,444,forward,,13.86,18.76
AraC family transcriptional regulator CDS,2479192,2480061,870,reverse,PP_2173,2.29,3.10
AraC family transcriptional regulator,2479192,2480061,870,reverse,,2.29,3.10
hypothetical protein CDS,2480168,2480560,393,reverse,PP_2174,11.05,14.96
hypothetical protein,2480168,2480560,393,reverse,,11.05,14.96
3-oxoacyl-ACP reductase CDS,2480642,2481346,705,reverse,PP_2175,4.62,6.25
3-oxoacyl-ACP reductase,2480642,2481346,705,reverse,,4.62,6.25
"transcriptional regulator, LysR family CDS",2481446,2482375,930,reverse,PP_2176,16.54,22.39
"transcriptional regulator, LysR family",2481446,2482375,930,reverse,,16.54,22.39
transcriptional regulator CDS,2482553,2483107,555,forward,PP_2177,10.76,14.57
transcriptional regulator,2482553,2483107,555,forward,,10.76,14.57
puuA-I CDS,2483135,2484481,1347,forward,PP_2178,7.79,10.55
glutamate-putrescine ligase,2483135,2484481,1347,forward,,7.79,10.55
spuA CDS,2484566,2485339,774,forward,PP_2179,7.01,9.50
glutamine amidotransferase,2484566,2485339,774,forward,,7.01,9.50
spuC-I CDS,2485409,2486767,1359,forward,PP_2180,8.52,11.54
polyamine:pyruvate transaminase,2485409,2486767,1359,forward,,8.52,11.54
Cro/CI family transcriptional regulator CDS,2486951,2487505,555,forward,PP_2181,24.45,33.11
Cro/CI family transcriptional regulator,2486951,2487505,555,forward,,24.45,33.11
hypothetical protein CDS,2487629,2488144,516,forward,PP_2182,48.04,65.04
hypothetical protein,2487629,2488144,516,forward,,48.04,65.04
formate dehydrogenase subunit gamma CDS,2488546,2489028,483,forward,PP_2183,18.92,25.61
formate dehydrogenase subunit gamma,2488546,2489028,483,forward,,18.92,25.61
formate dehydrogenase subunit beta CDS,2489004,2490581,1578,forward,PP_2184,12.84,17.39
formate dehydrogenase subunit beta,2489004,2490581,1578,forward,,12.84,17.39
formate dehydrogenase subunit alpha CDS,2490578,2493460,2883,forward,PP_2185,17.76,24.05
formate dehydrogenase subunit alpha,2490578,2493460,2883,forward,,17.76,24.05
formate dehydrogenase subunit delta CDS,2493457,2493660,204,forward,PP_2186,37.70,51.04
formate dehydrogenase subunit delta,2493457,2493660,204,forward,,37.70,51.04
universal stress protein family protein CDS,2493774,2494637,864,reverse,PP_2187,161.89,219.18
universal stress protein family protein,2493774,2494637,864,reverse,,161.89,219.18
tRNA 2-methylthio-N6-isopentenyl adenosine(37) hydroxylase MiaE CDS,2494792,2495409,618,forward,PP_2188,13.03,17.64
tRNA 2-methylthio-N6-isopentenyl adenosine(37) hydroxylase MiaE,2494792,2495409,618,forward,,13.03,17.64
hypothetical protein CDS,2495432,2495857,426,reverse,PP_2189,177.98,240.96
hypothetical protein,2495432,2495857,426,reverse,,177.98,240.96
hypothetical protein CDS,2495880,2496143,264,forward,PP_2190,49.01,66.35
hypothetical protein,2495880,2496143,264,forward,,49.01,66.35
lipoprotein CDS,2496164,2496643,480,reverse,PP_2191,49.01,66.35
lipoprotein,2496164,2496643,480,reverse,,49.01,66.35
ECF family RNA polymerase sigma-70 factor/transmembrane sensor protein CDS,2496775,2497899,1125,forward,PP_2192,45.68,61.84
ECF family RNA polymerase sigma-70 factor/transmembrane sensor protein,2496775,2497899,1125,forward,,45.68,61.84
ferric siderophore receptor CDS,2498100,2500553,2454,forward,PP_2193,6.08,8.24
ferric siderophore receptor,2498100,2500553,2454,forward,,6.08,8.24
LysR family transcriptional regulator CDS,2500578,2501468,891,reverse,PP_2194,37.27,50.45
LysR family transcriptional regulator,2500578,2501468,891,reverse,,37.27,50.45
putrescine-binding protein CDS,2501562,2502650,1089,forward,PP_2195,24.09,32.62
putrescine-binding protein,2501562,2502650,1089,forward,,24.09,32.62
speB CDS,2502706,2503641,936,forward,PP_2196,6.96,9.42
agmatinase,2502706,2503641,936,forward,,6.96,9.42
hypothetical protein CDS,2503874,2504191,318,forward,PP_2197,32.15,43.53
hypothetical protein,2503874,2504191,318,forward,,32.15,43.53
yliI CDS,2504214,2505359,1146,forward,PP_2198,15.24,20.63
aldose sugar dehydrogenase,2504214,2505359,1146,forward,,15.24,20.63
hypothetical protein CDS,2505401,2506507,1107,forward,PP_2199,20.19,27.33
hypothetical protein,2505401,2506507,1107,forward,,20.19,27.33
hypothetical protein CDS,2506521,2507102,582,forward,PP_2200,53.94,73.03
hypothetical protein,2506521,2507102,582,forward,,53.94,73.03
alpha/beta family hydrolase CDS,2507175,2508173,999,reverse,PP_2201,16.12,21.83
alpha/beta family hydrolase,2507175,2508173,999,reverse,,16.12,21.83
membrane protein CDS,2508249,2508686,438,reverse,PP_2202,16.73,22.65
membrane protein,2508249,2508686,438,reverse,,16.73,22.65
hypothetical protein CDS,2508686,2509114,429,reverse,PP_2203,41.34,55.96
hypothetical protein,2508686,2509114,429,reverse,,41.34,55.96
copB-I CDS,2509129,2510013,885,reverse,PP_2204,24.23,32.80
copper resistance protein B,2509129,2510013,885,reverse,,24.23,32.80
copA-I CDS,2510006,2511730,1725,reverse,PP_2205,3.15,4.26
copper resistance protein A,2510006,2511730,1725,reverse,,3.15,4.26
yegQ CDS,2511809,2513089,1281,reverse,PP_2206,0.85,1.15
peptidase,2511809,2513089,1281,reverse,,0.85,1.15
membrane protein CDS,2513276,2514340,1065,forward,PP_2207,25.83,34.96
membrane protein,2513276,2514340,1065,forward,,25.83,34.96
phnX CDS,2514559,2515386,828,reverse,PP_2208,4.26,5.77
phosphonoacetaldehyde hydrolase,2514559,2515386,828,reverse,,4.26,5.77
phnW CDS,2515421,2516527,1107,reverse,PP_2209,3.35,4.54
2-aminoethylphosphonate--pyruvate transaminase,2515421,2516527,1107,reverse,,3.35,4.54
LysR family transcriptional regulator CDS,2516640,2517503,864,forward,PP_2210,16.13,21.83
LysR family transcriptional regulator,2516640,2517503,864,forward,,16.13,21.83
AraC family transcriptional regulator CDS,2517581,2518603,1023,forward,PP_2211,7.43,10.06
AraC family transcriptional regulator,2517581,2518603,1023,forward,,7.43,10.06
leucine-rich repeat-containing protein CDS,2518750,2523195,4446,forward,PP_2212,6.59,8.93
leucine-rich repeat-containing protein,2518750,2523195,4446,forward,,6.59,8.93
acyl-CoA synthetase CDS,2523279,2524964,1686,forward,PP_2213,16.96,22.96
acyl-CoA synthetase,2523279,2524964,1686,forward,,16.96,22.96
fadBA CDS,2524978,2525745,768,forward,PP_2214,22.97,31.10
type II 3-hydroxyacyl-CoA dehydrogenase,2524978,2525745,768,forward,,22.97,31.10
acetyl-CoA acetyltransferase CDS,2525757,2526950,1194,forward,PP_2215,14.85,20.11
acetyl-CoA acetyltransferase,2525757,2526950,1194,forward,,14.85,20.11
acd CDS,2526959,2528086,1128,forward,PP_2216,35.37,47.89
acyl-CoA dehydrogenase,2526959,2528086,1128,forward,,35.37,47.89
enoyl-CoA hydratase CDS,2528100,2528873,774,forward,PP_2217,29.69,40.20
enoyl-CoA hydratase,2528100,2528873,774,forward,,29.69,40.20
transposase CDS,2529280,2530581,1302,forward,PP_2218,6.95,9.41
transposase,2529280,2530581,1302,forward,,6.95,9.41
hypothetical protein CDS,2530762,2531130,369,forward,PP_2219,198.11,268.22
hypothetical protein,2530762,2531130,369,forward,,198.11,268.22
DksA/TraR family C4-type zinc finger protein CDS,2531166,2531570,405,forward,PP_2220,0.89,1.21
DksA/TraR family C4-type zinc finger protein,2531166,2531570,405,forward,,0.89,1.21
hypothetical protein CDS,2531746,2531943,198,forward,PP_2222,11.88,16.08
hypothetical protein,2531746,2531943,198,forward,,11.88,16.08
hypothetical protein CDS,2532229,2532759,531,forward,PP_2223,22.49,30.45
hypothetical protein,2532229,2532759,531,forward,,22.49,30.45
hypothetical protein CDS,2532756,2532968,213,forward,PP_2224,7.65,10.35
hypothetical protein,2532756,2532968,213,forward,,7.65,10.35
mrpG CDS,2532981,2533346,366,reverse,PP_2225,10.88,14.73
K( )/H( ) antiporter subunit G,2532981,2533346,366,reverse,,10.88,14.73
mrpF CDS,2533343,2533621,279,reverse,PP_2226,7.46,10.10
K( )/H( ) antiporter subunit F,2533343,2533621,279,reverse,,7.46,10.10
mrpE CDS,2533618,2534106,489,reverse,PP_2227,6.48,8.77
K( )/H( ) antiporter subunit E,2533618,2534106,489,reverse,,6.48,8.77
mrpD CDS,2534103,2535782,1680,reverse,PP_2228,3.55,4.81
K( )/H( ) antiporter subunit D,2534103,2535782,1680,reverse,,3.55,4.81
mrpC CDS,2535779,2536123,345,reverse,PP_2229,4.46,6.04
K( )/H( ) antiporter subunit C,2535779,2536123,345,reverse,,4.46,6.04
mrpAB CDS,2536123,2539038,2916,reverse,PP_2230,5.43,7.35
K( )/H( ) antiporter subunit A/B,2536123,2539038,2916,reverse,,5.43,7.35
DMT superfamily permease CDS,2539189,2540139,951,reverse,PP_2231,4.19,5.67
DMT superfamily permease,2539189,2540139,951,reverse,,4.19,5.67
XRE family transcriptional regulator CDS,2540254,2540787,534,forward,PP_2232,99.29,134.42
XRE family transcriptional regulator,2540254,2540787,534,forward,,99.29,134.42
isochorismatase family hydrolase CDS,2540836,2541384,549,reverse,PP_2233,37.57,50.87
isochorismatase family hydrolase,2540836,2541384,549,reverse,,37.57,50.87
AraC family transcriptional regulator CDS,2541467,2542459,993,forward,PP_2234,52.48,71.05
AraC family transcriptional regulator,2541467,2542459,993,forward,,52.48,71.05
hypothetical protein CDS,2542541,2542921,381,forward,PP_2235,21.13,28.61
hypothetical protein,2542541,2542921,381,forward,,21.13,28.61
alpha/beta family hydrolase CDS,2542900,2543670,771,reverse,PP_2236,10.09,13.66
alpha/beta family hydrolase,2542900,2543670,771,reverse,,10.09,13.66
hypothetical protein CDS,2543654,2544772,1119,reverse,PP_2237,6.23,8.43
hypothetical protein,2543654,2544772,1119,reverse,,6.23,8.43
metallopeptidase CDS,2544900,2546801,1902,forward,PP_2238,35.87,48.56
metallopeptidase,2544900,2546801,1902,forward,,35.87,48.56
hypothetical protein CDS,2546841,2547122,282,reverse,PP_5504,44.92,60.81
hypothetical protein,2546841,2547122,282,reverse,,44.92,60.81
rhtA CDS,2547314,2548201,888,reverse,PP_2239,20.99,28.42
threonine/homoserine exporter,2547314,2548201,888,reverse,,20.99,28.42
ABC transporter permease/ATP-binding protein CDS,2554020,2555900,1881,forward,PP_2240,7.41,10.03
ABC transporter permease/ATP-binding protein,2554020,2555900,1881,forward,,7.41,10.03
MFS transporter CDS,2556111,2557310,1200,reverse,PP_2241,17.64,23.89
MFS transporter,2556111,2557310,1200,reverse,,17.64,23.89
fepA CDS,2557741,2559975,2235,forward,PP_2242,2.75,3.73
ferric enterobactin transport system outer membrane subunit,2557741,2559975,2235,forward,,2.75,3.73
hypothetical protein CDS,2560039,2560641,603,forward,PP_2243,1.05,1.42
hypothetical protein,2560039,2560641,603,forward,,1.05,1.42
TauE-like transmembrane protein CDS,2560645,2561430,786,reverse,PP_2244,1.96,2.65
TauE-like transmembrane protein,2560645,2561430,786,reverse,,1.96,2.65
Cro/CI family transcriptional regulator CDS,2561555,2562148,594,reverse,PP_2245,2.74,3.71
Cro/CI family transcriptional regulator,2561555,2562148,594,reverse,,2.74,3.71
dauA CDS,2562263,2563399,1137,forward,PP_2246,11.54,15.62
FAD-dependent catabolic D-arginine dehydrogenase,2562263,2563399,1137,forward,,11.54,15.62
endoribonuclease CDS,2563412,2563789,378,forward,PP_2247,25.13,34.03
endoribonuclease,2563412,2563789,378,forward,,25.13,34.03
putative transporter CDS,2563902,2564966,1065,forward,PP_2248,12.91,17.48
putative transporter,2563902,2564966,1065,forward,,12.91,17.48
pctB CDS,2565020,2566951,1932,reverse,PP_2249,108.46,146.84
methyl-accepting chemotaxis protein PctB,2565020,2566951,1932,reverse,,108.46,146.84
LysR family transcriptional regulator CDS,2567049,2567927,879,reverse,PP_2250,7.62,10.31
LysR family transcriptional regulator,2567049,2567927,879,reverse,,7.62,10.31
membrane protein CDS,2568030,2568458,429,forward,PP_2251,30.58,41.40
membrane protein,2568030,2568458,429,forward,,30.58,41.40
hypothetical protein CDS,2568498,2569547,1050,reverse,PP_2252,34.73,47.01
hypothetical protein,2568498,2569547,1050,reverse,,34.73,47.01
GntR family transcriptional regulator CDS,2569699,2570367,669,reverse,PP_2253,16.77,22.70
GntR family transcriptional regulator,2569699,2570367,669,reverse,,16.77,22.70
GntR family transcriptional regulator CDS,2570384,2571082,699,reverse,PP_2254,5.95,8.06
GntR family transcriptional regulator,2570384,2571082,699,reverse,,5.95,8.06
dctA-III CDS,2571126,2572436,1311,reverse,PP_2255,13.53,18.31
C4-dicarboxylate transport protein,2571126,2572436,1311,reverse,,13.53,18.31
Cro/CI family transcriptional regulator CDS,2572664,2572978,315,reverse,PP_2256,29.87,40.44
Cro/CI family transcriptional regulator,2572664,2572978,315,reverse,,29.87,40.44
aerotaxis receptor CDS,2573245,2574810,1566,forward,PP_2257,2.43,3.29
aerotaxis receptor,2573245,2574810,1566,forward,,2.43,3.29
sensory box protein CDS,2574824,2576512,1689,forward,PP_2258,4.07,5.51
sensory box protein,2574824,2576512,1689,forward,,4.07,5.51
sigma-54 dependent transcriptional regulator CDS,2576619,2578394,1776,reverse,PP_2259,17.63,23.86
sigma-54 dependent transcriptional regulator,2576619,2578394,1776,reverse,,17.63,23.86
glycerol-phosphate ABC transporter ATP-binding protein CDS,2578591,2579685,1095,forward,PP_2260,47.59,64.43
glycerol-phosphate ABC transporter ATP-binding protein,2578591,2579685,1095,forward,,47.59,64.43
sugar ABC transporter ATP-binding protein CDS,2579685,2580782,1098,forward,PP_2261,37.16,50.31
sugar ABC transporter ATP-binding protein,2579685,2580782,1098,forward,,37.16,50.31
sugar ABC transporter permease CDS,2580779,2581645,867,forward,PP_2262,53.53,72.48
sugar ABC transporter permease,2580779,2581645,867,forward,,53.53,72.48
sugar ABC transporter permease CDS,2581649,2582449,801,forward,PP_2263,29.25,39.61
sugar ABC transporter permease,2581649,2582449,801,forward,,29.25,39.61
transmembrane protein CDS,2582462,2582734,273,forward,PP_5505,670.78,908.13
transmembrane protein,2582462,2582734,273,forward,,670.78,908.13
sugar ABC transporter substrate-binding protein CDS,2582774,2584513,1740,forward,PP_2264,193.69,262.23
sugar ABC transporter substrate-binding protein,2582774,2584513,1740,forward,,193.69,262.23
folD-II CDS,2584640,2585494,855,reverse,PP_2265,27.94,37.82
bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase,2584640,2585494,855,reverse,,27.94,37.82
DNA-directed RNA polymerase CDS,2586636,2589194,2559,forward,PP_2266,1.70,2.30
DNA-directed RNA polymerase,2586636,2589194,2559,forward,,1.70,2.30
hypothetical protein CDS,2589642,2589893,252,forward,PP_5507,0.72,0.97
hypothetical protein,2589642,2589893,252,forward,,0.72,0.97
single-stranded DNA-binding protein CDS,2589954,2590634,681,forward,PP_2267,0.53,0.72
single-stranded DNA-binding protein,2589954,2590634,681,forward,,0.53,0.72
endodeoxyribonuclease I CDS,2590657,2591082,426,forward,PP_2268,1.49,2.01
endodeoxyribonuclease I,2590657,2591082,426,forward,,1.49,2.01
N-acetylmuramoyl-L-alanine amidase CDS,2591085,2591534,450,forward,PP_2269,0.20,0.27
N-acetylmuramoyl-L-alanine amidase,2591085,2591534,450,forward,,0.20,0.27
DNA primase/helicase CDS,2591806,2593257,1452,forward,PP_2270,1.18,1.60
DNA primase/helicase,2591806,2593257,1452,forward,,1.18,1.60
hypothetical protein CDS,2593272,2593499,228,forward,PP_5508,1.98,2.69
hypothetical protein,2593272,2593499,228,forward,,1.98,2.69
hypothetical protein CDS,2593503,2593913,411,forward,PP_5509,7.26,9.84
hypothetical protein,2593503,2593913,411,forward,,7.26,9.84
hypothetical protein CDS,2593917,2594111,195,forward,PP_5510,6.03,8.17
hypothetical protein,2593917,2594111,195,forward,,6.03,8.17
hypothetical protein CDS,2594352,2594957,606,forward,PP_2272,1.79,2.43
hypothetical protein,2594352,2594957,606,forward,,1.79,2.43
hypothetical protein CDS,2594947,2595141,195,forward,PP_5511,10.21,13.82
hypothetical protein,2594947,2595141,195,forward,,10.21,13.82
DNA polymerase I CDS,2595282,2597204,1923,forward,PP_2273,1.98,2.68
DNA polymerase I,2595282,2597204,1923,forward,,1.98,2.68
hypothetical protein CDS,2597218,2597433,216,forward,PP_2274,18.85,25.52
hypothetical protein,2597218,2597433,216,forward,,18.85,25.52
hypothetical protein CDS,2597468,2597677,210,forward,PP_2275,104.26,141.16
hypothetical protein,2597468,2597677,210,forward,,104.26,141.16
exonuclease CDS,2597626,2598378,753,forward,PP_2276,11.41,15.45
exonuclease,2597626,2598378,753,forward,,11.41,15.45
hypothetical protein CDS,2598662,2600047,1386,forward,PP_2277,20.63,27.93
hypothetical protein,2598662,2600047,1386,forward,,20.63,27.93
hypothetical protein CDS,2600102,2600296,195,forward,PP_2278,0.00,0.00
hypothetical protein,2600102,2600296,195,forward,,0.00,0.00
hypothetical protein CDS,2600296,2600514,219,forward,PP_5512,4.13,5.59
hypothetical protein,2600296,2600514,219,forward,,4.13,5.59
head-to-tail joining protein CDS,2600524,2602098,1575,forward,PP_2279,1.67,2.26
head-to-tail joining protein,2600524,2602098,1575,forward,,1.67,2.26
hypothetical protein CDS,2602076,2602237,162,forward,PP_2280,2.79,3.78
hypothetical protein,2602076,2602237,162,forward,,2.79,3.78
capsid assembly protein CDS,2602237,2603016,780,forward,PP_2281,0.23,0.31
capsid assembly protein,2602237,2603016,780,forward,,0.23,0.31
hypothetical protein CDS,2603044,2603484,441,forward,PP_5513,15.59,21.11
hypothetical protein,2603044,2603484,441,forward,,15.59,21.11
minor capsid protein 10 CDS,2603870,2604838,969,forward,PP_2282,3.73,5.06
minor capsid protein 10,2603870,2604838,969,forward,,3.73,5.06
tail tubular protein A CDS,2604900,2605487,588,forward,PP_2283,3.69,5.00
tail tubular protein A,2604900,2605487,588,forward,,3.69,5.00
tail tubular protein B CDS,2605491,2607836,2346,forward,PP_2284,3.93,5.33
tail tubular protein B,2605491,2607836,2346,forward,,3.93,5.33
hypothetical protein CDS,2607892,2608305,414,forward,PP_5514,57.04,77.22
hypothetical protein,2607892,2608305,414,forward,,57.04,77.22
hypothetical protein CDS,2608290,2608850,561,forward,PP_2285,2.58,3.49
hypothetical protein,2608290,2608850,561,forward,,2.58,3.49
hypothetical protein CDS,2608860,2611049,2190,forward,PP_2286,1.03,1.40
hypothetical protein,2608860,2611049,2190,forward,,1.03,1.40
internal core protein CDS,2611062,2615771,4710,forward,PP_2287,1.58,2.13
internal core protein,2611062,2615771,4710,forward,,1.58,2.13
tail fiber protein CDS,2615834,2617474,1641,forward,PP_2288,1.60,2.16
tail fiber protein,2615834,2617474,1641,forward,,1.60,2.16
hypothetical protein CDS,2617474,2617977,504,forward,PP_2289,2.69,3.65
hypothetical protein,2617474,2617977,504,forward,,2.69,3.65
hypothetical protein CDS,2618024,2618260,237,forward,PP_2290,4.96,6.72
hypothetical protein,2618024,2618260,237,forward,,4.96,6.72
hypothetical protein CDS,2618247,2618534,288,forward,PP_2291,113.09,153.11
hypothetical protein,2618247,2618534,288,forward,,113.09,153.11
hypothetical protein CDS,2618542,2619312,771,reverse,PP_2292,921.30,1247.31
hypothetical protein,2618542,2619312,771,reverse,,921.30,1247.31
DNA maturase B CDS,2619461,2621149,1689,forward,PP_2293,5.14,6.96
DNA maturase B,2619461,2621149,1689,forward,,5.14,6.96
hypothetical protein CDS,2621186,2621626,441,forward,PP_2294,1639.64,2219.83
hypothetical protein,2621186,2621626,441,forward,,1639.64,2219.83
hypothetical protein CDS,2621967,2622209,243,forward,PP_5515,19.36,26.21
hypothetical protein,2621967,2622209,243,forward,,19.36,26.21
hypothetical protein CDS,2622557,2622811,255,forward,PP_5516,673.78,912.19
hypothetical protein,2622557,2622811,255,forward,,673.78,912.19
hypothetical protein CDS,2622832,2623164,333,forward,PP_5517,157.31,212.98
hypothetical protein,2622832,2623164,333,forward,,157.31,212.98
antirestriction protein CDS,2623410,2623994,585,forward,PP_2295,13.30,18.01
antirestriction protein,2623410,2623994,585,forward,,13.30,18.01
hypothetical protein CDS,2624409,2624765,357,forward,PP_2296,1485.88,2011.66
hypothetical protein,2624409,2624765,357,forward,,1485.88,2011.66
integrase CDS,2624740,2625822,1083,forward,PP_2297,120.05,162.53
integrase,2624740,2625822,1083,forward,,120.05,162.53
hypothetical protein CDS,2626347,2626685,339,forward,PP_2298,5.34,7.23
hypothetical protein,2626347,2626685,339,forward,,5.34,7.23
tig CDS,2626916,2628247,1332,forward,PP_2299,41.30,55.91
trigger factor,2626916,2628247,1332,forward,,41.30,55.91
clpP CDS,2628339,2628980,642,forward,PP_2300,268.04,362.89
ATP-dependent Clp protease proteolytic subunit,2628339,2628980,642,forward,,268.04,362.89
clpX CDS,2629044,2630372,1329,forward,PP_2301,365.58,494.94
ATP-dependent Clp protease ATP-binding subunit ClpX,2629044,2630372,1329,forward,,365.58,494.94
lon-II CDS,2630536,2632932,2397,forward,PP_2302,239.53,324.29
DNA-binding ATP-dependent protease,2630536,2632932,2397,forward,,239.53,324.29
hupB CDS,2633085,2633357,273,forward,PP_2303,652.22,883.01
DNA binding regulator subunit beta B,2633085,2633357,273,forward,,652.22,883.01
peptidyl-prolyl cis-trans isomerase D CDS,2633539,2635410,1872,forward,PP_2304,12.37,16.75
peptidyl-prolyl cis-trans isomerase D,2633539,2635410,1872,forward,,12.37,16.75
hypothetical protein CDS,2635527,2636573,1047,reverse,PP_2305,126.16,170.81
hypothetical protein,2635527,2636573,1047,reverse,,126.16,170.81
hypothetical protein CDS,2636745,2637023,279,forward,PP_2306,101.83,137.86
hypothetical protein,2636745,2637023,279,forward,,101.83,137.86
hypothetical protein CDS,2637038,2637817,780,forward,PP_2307,220.62,298.69
hypothetical protein,2637038,2637817,780,forward,,220.62,298.69
acyl-CoA thioesterase II CDS,2637895,2638692,798,forward,PP_2308,100.23,135.69
acyl-CoA thioesterase II,2637895,2638692,798,forward,,100.23,135.69
hypothetical protein CDS,2638734,2639102,369,reverse,PP_2309,380.54,515.19
hypothetical protein,2638734,2639102,369,reverse,,380.54,515.19
methyl-accepting chemotaxis transducer CDS,2639178,2640656,1479,reverse,PP_2310,11.26,15.24
methyl-accepting chemotaxis transducer,2639178,2640656,1479,reverse,,11.26,15.24
tatD CDS,2640783,2641580,798,reverse,PP_2311,3.17,4.30
Mg-dependent cytoplasmic DNase/RNase,2640783,2641580,798,reverse,,3.17,4.30
lytic transglycosylase family protein CDS,2641738,2643144,1407,forward,PP_2312,8.23,11.14
lytic transglycosylase family protein,2641738,2643144,1407,forward,,8.23,11.14
membrane protein CDS,2643257,2643694,438,forward,PP_2313,13.22,17.90
membrane protein,2643257,2643694,438,forward,,13.22,17.90
hypothetical protein CDS,2643943,2644251,309,forward,PP_2314,153.43,207.72
hypothetical protein,2643943,2644251,309,forward,,153.43,207.72
greB CDS,2644263,2644751,489,forward,PP_2315,83.63,113.22
transcription elongation factor GreB,2644263,2644751,489,forward,,83.63,113.22
ABC transporter permease CDS,2644815,2647313,2499,reverse,PP_2316,7.86,10.64
ABC transporter permease,2644815,2647313,2499,reverse,,7.86,10.64
ybbA CDS,2647319,2648005,687,reverse,PP_2317,4.74,6.42
ABC transporter ATP-binding protein,2647319,2648005,687,reverse,,4.74,6.42
tesA CDS,2648016,2648621,606,forward,PP_2318,16.27,22.03
acyl-CoA thioesterase I/protease I/lysophospholipase L1,2648016,2648621,606,forward,,16.27,22.03
hypothetical protein CDS,2648650,2648970,321,forward,PP_2319,3.38,4.58
hypothetical protein,2648650,2648970,321,forward,,3.38,4.58
hypothetical protein CDS,2649084,2650061,978,forward,PP_2320,87.15,117.98
hypothetical protein,2649084,2650061,978,forward,,87.15,117.98
oprI CDS,2650195,2650446,252,reverse,PP_2322,282.20,382.05
major outer membrane lipoprotein,2650195,2650446,252,reverse,,282.20,382.05
hypothetical protein CDS,2650804,2651235,432,forward,PP_2323,293.63,397.53
hypothetical protein,2650804,2651235,432,forward,,293.63,397.53
aroF-I CDS,2651305,2652417,1113,reverse,PP_2324,8.29,11.23
tyr-sensitive phospho-2-dehydro-3-deoxyheptonate aldolase,2651305,2652417,1113,reverse,,8.29,11.23
2-dehydropantoate 2-reductase CDS,2652614,2653561,948,forward,PP_2325,7.44,10.08
2-dehydropantoate 2-reductase,2652614,2653561,948,forward,,7.44,10.08
universal stress protein CDS,2653686,2654183,498,forward,PP_2326,359.72,487.01
universal stress protein,2653686,2654183,498,forward,,359.72,487.01
cysB CDS,2654312,2655286,975,forward,PP_2327,396.05,536.19
transcriptional regulator CysB,2654312,2655286,975,forward,,396.05,536.19
cysH CDS,2655456,2656190,735,reverse,PP_2328,74.35,100.66
phosphoadenosine phosphosulfate reductase,2655456,2656190,735,reverse,,74.35,100.66
pabB CDS,2656271,2657611,1341,reverse,PP_2329,6.07,8.22
aminodeoxychorismate synthase/para-aminobenzoate synthase multi-enzyme complex,2656271,2657611,1341,reverse,,6.07,8.22
hypothetical protein CDS,2657820,2658800,981,reverse,PP_2330,14.11,19.10
hypothetical protein,2657820,2658800,981,reverse,,14.11,19.10
membrane protein CDS,2658800,2660335,1536,reverse,PP_2331,26.80,36.28
membrane protein,2658800,2660335,1536,reverse,,26.80,36.28
hypothetical protein CDS,2660341,2660877,537,reverse,PP_2332,14.15,19.16
hypothetical protein,2660341,2660877,537,reverse,,14.15,19.16
GntR family transcriptional regulator CDS,2661184,2661900,717,forward,PP_2333,64.61,87.47
GntR family transcriptional regulator,2661184,2661900,717,forward,,64.61,87.47
mmgF CDS,2661897,2662787,891,forward,PP_2334,57.27,77.54
2-methylisocitrate lyase,2661897,2662787,891,forward,,57.27,77.54
prpC CDS,2662848,2663975,1128,forward,PP_2335,48.45,65.59
methylcitrate synthase,2662848,2663975,1128,forward,,48.45,65.59
acnA-II CDS,2664138,2666726,2589,forward,PP_2336,30.26,40.97
aconitate hydratase,2664138,2666726,2589,forward,,30.26,40.97
prpF CDS,2666792,2667982,1191,forward,PP_2337,34.64,46.90
aconitate isomerase,2666792,2667982,1191,forward,,34.64,46.90
prpD CDS,2668149,2669633,1485,forward,PP_2338,66.04,89.41
2-methylcitrate dehydratase,2668149,2669633,1485,forward,,66.04,89.41
acnB CDS,2669708,2672317,2610,reverse,PP_2339,23.92,32.38
aconitate hydratase B,2669708,2672317,2610,reverse,,23.92,32.38
hypothetical protein CDS,2672687,2673205,519,forward,PP_2340,36.43,49.33
hypothetical protein,2672687,2673205,519,forward,,36.43,49.33
queD CDS,2673216,2673572,357,reverse,PP_2341,38.78,52.50
6-carboxytetrahydropterin synthase QueD,2673216,2673572,357,reverse,,38.78,52.50
hypothetical protein CDS,2673637,2673810,174,reverse,PP_5519,56.68,76.73
